id,url,action,label,decided_at,notes,summary,summary_generated_at,selected_for_newsletter,newsletter_category_override
b99e51a7-4511-4659-b10d-a3b1b5579341,https://www.local.gov.uk/about/news,reject,,2026-05-21T10:20:18.060333+00:00,,,,False,
54c462fc-c496-4be4-ae6b-609dea2bd472,https://www.local.gov.uk/about/news/school-based-nurseries-report-lga-response,save_for_later,,2026-05-21T10:20:20.87821+00:00,,,,False,
600ab7ae-69cf-42cb-a35c-e6ecb349db61,https://www.ascl.org.uk/News/Our-news-and-press-releases/ASCL-comment-on-Sutton-Trust-report-on-school-nurs,save_for_later,,2026-05-21T10:20:29.944935+00:00,,,,False,
d1453dbd-8774-4a99-8dec-dd8231e58030,https://www.gov.uk/government/news/part-time-undergraduate-applications-are-now-open-for-2627,reject,,2026-05-21T10:20:35.351187+00:00,,,,False,
b9b24299-1efe-4ce7-88fe-ab9564b222a1,https://www.gov.uk/government/publications/dfe-update-20-may-2026/dfe-update-further-education-20-may-2026,reject,,2026-05-21T10:20:37.602343+00:00,,,,False,
dfef2446-5f20-4975-8f3e-18a890d47030,https://www.ealingtoday.co.uk/default.asp?section=info&page=conschools074.htm,accept_top1,teacher_rrd,2026-05-21T10:28:20.183477+00:00,,,,False,
a2aac0f2-3fec-4c6c-a87e-9eb77ff6bdde,https://www.education-ni.gov.uk/publications/nicie-partnership-agreement,accept_top1,four_nations,2026-05-21T10:28:45.577889+00:00,,,,False,
89fd31ca-bf58-43a0-b39f-3fb615e28f9d,https://www.itv.com/news/london/2026-05-18/waltham-forest-teachers-striking-for-3-weeks-over-plans-to-restructure-staff,accept_top1,teacher_rrd,2026-05-21T10:28:59.804041+00:00,,,,False,
175bd40d-2656-49d0-851a-9dfd116ff734,https://www.education-ni.gov.uk/news/givan-launches-applications-research-informed-conferences,accept_top1,four_nations,2026-05-21T10:29:17.575706+00:00,,,,True,
03cbb436-6a94-485f-acb1-61443af7ff31,https://committees.parliament.uk/committee/203/education-committee/news/213615/mps-call-for-statutory-social-media-ban-for-children-to-tackle-addictive-by-design-platforms/,accept_top1,edtech,2026-05-21T10:28:12.784464+00:00,,"The Education Committee calls for a statutory ban on social media for children and urgent action to curb features described as ""addictive by design"" in platforms.",2026-05-21T10:30:55.541557+00:00,True,
f922588c-fba5-4c35-8954-dbf251fefaae,https://www.gov.uk/government/speeches/education-secretary-speech-at-education-world-forum,accept_top1,political_environment_key_organisations,2026-05-21T10:29:29.182344+00:00,,"Bridget Phillipson, Education Secretary, called on global leaders to join an International Alliance to deliver opportunity for all children with SEND.",2026-05-21T10:31:05.329767+00:00,True,
7cd8501c-ffcc-466e-90d2-d430281bce4d,https://www.gtcs.org.uk/news/news-and-updates/gtc-scotland-publishes-report-on-teacher-conduct-referrals,accept_top1,four_nations,2026-05-21T10:28:31.719164+00:00,,"GTC Scotland, the independent regulator for teachers in Scotland, has published a report analysing 870 conduct cases and categorising allegations into 12 themes, alongside information on the source of referrals and their outcomes. The 12 allegation categories are ranked from most to least common, with verbal and physical aggression accounting for 19% of cases.",2026-05-21T10:32:21.857555+00:00,True,
5ff721e3-4850-4345-ac70-47031dcc602d,https://schoolsweek.co.uk/ofsted-admits-relationship-between-disadvantage-and-achievement-judgment/,accept_top2,what_matters_ed,2026-05-21T10:26:04.735172+00:00,,"Ofsted has admitted a link between higher levels of pupil deprivation and lower 'achievement' judgments, and said it plans to strengthen how a school's context is taken into account. The watchdog shared this analysis from the first 921 school reports published since its renewed inspection framework launched in November.",2026-05-21T10:33:51.623268+00:00,True,
